"","Species","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","troph_level","Dim.1","Dim.2"
"485","Sorubim lima",54.2,6.101036923,0.386002552,0.337696371,0.367801368,0.887337239,0.501913519,0.25785667,0.121197145,2.831623679,4.09999990463257,1.16525914632183,-2.56532193840537
"486","Squalius cephalus",85,3.572677392,0.608186863,0.359761796,0.532037571,0.46206342,0.356574909,0.344020273,0.172295685,2.6003,2.73,-1.03983240075318,-0.387606122621994
"487","Steindachnerina brevipinna",20.5,3.122561461,0.520992237,0.512127551,0.448291229,0.324005399,0.424316925,0.201002115,0.149365069,2.325704707,3.0710184228397,-1.36156514982266,-0.0275521133065325
"488","Steindachnerina insculpta",16.1,3.142344857,0.463836883,0.461775285,0.304521158,0.266470148,0.387343528,0.189185935,0.167905425,2.181045686,2.07999992370605,-2.18696296529081,-0.182266599431891
"489","Synodontis bastiani",20.2,4.243451957,0.534472454,0.347565374,0.097907033,0.21862343,0.477922984,0.286027239,0.25303896,2.211991898,2.9,-0.59320889320109,-0.0638408879989964
"490","Synodontis comoensis",22,3.570442363,0.467893441,0.403943413,0.08594014,0.230758876,0.474862342,0.17835912,0.190175099973523,2.83416148297735,2.9,-1.39566706796796,-0.92847172689387
"491","Synodontis koensis",15,3.735016986,0.622569066,0.327000316,0.331145439,0.391689589,0.526645728,0.238523172,0.272116012,3.104019025,2.9,-0.888861026557652,0.980476011258463
"492","Synodontis ocellifer",49,2.932468908,0.43788391,0.358944358,0.125690991,0.193547556674812,0.441442075,0.131840953,0.297989924,3.5,3.12,-3.00096458987325,-0.757088753737817
"493","Synodontis punctifer",26,3.715355039,0.509989458,0.330372148,0.208226291,0.284139198652217,0.443573892,0.174030821,0.239712618,3.155560347,2.9,-1.56659369262277,-0.59784212475184
"494","Synodontis schall",49,3.752784051,0.59352989,0.3455614,0.145275976,0.345612645819861,0.565283179,0.178670635,0.238794689,2.287572471,2.92,-0.653160639530952,-0.315787725218947
"495","Tandanus tandanus",90,4.512010639,0.573341784,0.288607032,0.296681489,0.171647667,0.606994431,0.316900091,0.174381494,2.984844869,3.31,0.558337981571746,-1.01042112643792
"496","Telestes souffia",25,4.824742268,0.580587629,0.4,0.49956701,0.476683333,0.618556701,0.216412371,0.158638889,2.966597256,3.37,0.926235459848146,-0.0900142498555465
"497","Thymallus thymallus",60,4.758397322,0.62623673,0.432042983,0.469727328,0.5407018,0.429672819,0.314898013,0.161065146,3.632745098,3.14000010490417,0.284044956102907,-0.521854642933525
"498","Tinca tinca",70,2.824172996,0.519115068,0.209968823,0.434014665,0.355218766,0.46285427,0.247651987,0.193467696,1.720606732,3.69,-1.54056713757207,-1.00066861080921
"499","Trachelyopterus galeatus",30,3.455165478,0.63024002,0.247337803,0.651756746,0.251033581,0.46489606,0.427540632,0.181330835,1.994603011,3.14,-0.328747979532696,0.689555595649932
"500","Trachydoras paraguayensis",19.2,2.679812852,0.529425073,0.441441441,0.203618067,0.103113281760177,0.502257898,0.190043529,0.359790897,2.509090909,2.66,-2.90985584010109,1.59460796679579
"501","Pseudaspius hakonensis",50,4.790895678,0.510870514,0.333163906,0.355582749,0.53662588,0.510629655,0.197203757,0.155472226,2.599954037,3.5,0.337540609483668,-1.51946962474861
"502","Pseudaspius sachalinensis",43,4.132424921,0.507997803,0.454438887,0.327028556,0.373054079,0.524550918,0.266669946,0.149792872,2.537822144,3.5,0.0693741994125112,-0.824805930234338
"503","Trinectes maculatus",20,4.15424696924993,0.55330096505324,0.404589770064177,0.398306441856777,0.421981090903387,0.551990525022391,0.321716883587351,0.191299038985987,1.983679525,2.9,0.0936631393588746,0.523141038314887
"504","Umbra limi",14,4.190592275,0.505221803,0.51628033,0.434617939,0.461855577,0.547628637,0.240270064,0.163310351,1.796131531,3.67,0.384454928032703,0.225486266397935
"505","Umbra pygmaea",15,4.533810826,0.542937929,0.475484274,0.325041321,0.577858779,0.499080013,0.225038203,0.135768643,1.515763655,3.25,0.595582466150544,-0.312864166314478
"506","Vimba vimba",50,4.089883795,0.510610412,0.434572849,0.351354059,0.259244415,0.562368518,0.247094868,0.123957226,2.716937145,3.27,0.119796381816365,-1.01691746895639
"507","Xiphophorus hellerii",16,3.213691163,0.434407464,0.545886497,0.517121066,0.253228063,0.460394826,0.367981308,0.198148828,1.875721102,3.19,-1.26932809150438,0.94306549765951
"508","Xiphophorus maculatus",6,2.350307202,0.514655981,0.509133976,0.56991144,0.30418792,0.41346706,0.396409296,0.197264126676046,1.781851079,3.2,-2.11679221565755,2.00973149788104
"509","Zingel asper",22,5.920572902,0.579225754,0.400798273,0.180751608,0.262779224,0.635329713,0.54764211,0.185086397,3.12319119,3.26999998092651,1.9791012997045,0.398115410341256
