"","Site","bins","bin.lag","sqID","Quarter","taxnovel","funcnovel","Country","HydroBasin","BioRealm","TS_Length","Yrs_passed","Yr_pos","bin.lagS","Yrs_passedS","logYr_posS"
"G8398 Q4.18745","G8398",2007,1,"G8398 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",11,8,7,-0.363741396702176,0.0713931402291707,0.381282403146479
"G8398 Q4.18746","G8398",2004,1,"G8398 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",11,5,8,-0.363741396702176,-0.401014133462681,0.544228450166263
"G8398 Q4.18747","G8398",2017,4,"G8398 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",11,18,9,2.30781076615948,1.64608405253534,0.687957049778528
"G8398 Q4.18748","G8398",2009,2,"G8398 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",11,10,10,0.526775990918376,0.386331322690405,0.816526663267724
"G8398 Q4.18749","G8398",2005,1,"G8398 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",11,6,11,-0.363741396702176,-0.243545042232064,0.932832025884061
"G8400 Q4.18750","G8400",2000,1,"G8400 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",5,0,1,-0.363741396702176,-1.18835958961577,-1.99327806845616
"G8400 Q4.18751","G8400",2002,1,"G8400 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",5,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G8400 Q4.18752","G8400",2014,12,"G8400 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",5,14,3,9.43194986712389,1.01620768761287,-0.652660509338816
"G8400 Q4.18753","G8400",2015,1,"G8400 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",5,15,4,-0.363741396702176,1.17367677884349,-0.301607056041211
"G8400 Q4.18754","G8400",2001,1,"G8400 Q4","4",FALSE,FALSE,"FRA",2080022460,"Palearctic",5,1,5,-0.363741396702176,-1.03089049838515,-0.029308842939751
"G8402 Q4.18755","G8402",2003,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,3,1,-0.363741396702176,-0.715952315923915,-1.99327806845616
"G8402 Q4.18756","G8402",2000,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G8402 Q4.18757","G8402",2004,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,4,3,-0.363741396702176,-0.558483224693298,-0.652660509338816
"G8402 Q4.18758","G8402",2005,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,5,4,-0.363741396702176,-0.401014133462681,-0.301607056041211
"G8402 Q4.18759","G8402",2002,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,2,5,-0.363741396702176,-0.873421407154532,-0.029308842939751
"G8402 Q4.18760","G8402",2006,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,6,6,-0.363741396702176,-0.243545042232064,0.193174996868658
"G8402 Q4.18761","G8402",2001,1,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,1,7,-0.363741396702176,-1.03089049838515,0.381282403146479
"G8402 Q4.18762","G8402",2014,8,"G8402 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",8,14,8,5.86988031664169,1.01620768761287,0.544228450166263
"G8404 Q2.18763","G8404",2001,1,"G8404 Q2","2",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G8404 Q2.18764","G8404",2000,1,"G8404 Q2","2",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G8404 Q2.18765","G8404",2004,2,"G8404 Q2","2",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,4,3,0.526775990918376,-0.558483224693298,-0.652660509338816
"G8404 Q2.18766","G8404",2002,1,"G8404 Q2","2",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G8404 Q2.18767","G8404",2005,1,"G8404 Q2","2",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G8410 Q4.18768","G8410",2016,3,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,8,1,1.41729337853893,0.0713931402291707,-1.99327806845616
"G8410 Q4.18769","G8410",2010,1,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G8410 Q4.18770","G8410",2008,1,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G8410 Q4.18771","G8410",2009,1,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,1,4,-0.363741396702176,-1.03089049838515,-0.301607056041211
"G8410 Q4.18772","G8410",2013,1,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G8410 Q4.18773","G8410",2012,2,"G8410 Q4","4",FALSE,FALSE,"FRA",2080022470,"Palearctic",6,4,6,0.526775990918376,-0.558483224693298,0.193174996868658
"G8412 Q4.18774","G8412",2005,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,5,1,-0.363741396702176,-0.401014133462681,-1.99327806845616
"G8412 Q4.18775","G8412",2002,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G8412 Q4.18776","G8412",2001,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,1,3,-0.363741396702176,-1.03089049838515,-0.652660509338816
"G8412 Q4.18777","G8412",2003,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G8412 Q4.18778","G8412",2000,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G8412 Q4.18779","G8412",2004,1,"G8412 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",6,4,6,-0.363741396702176,-0.558483224693298,0.193174996868658
"G8416 Q4.18780","G8416",2008,1,"G8416 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G8416 Q4.18781","G8416",2011,2,"G8416 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,4,2,0.526775990918376,-0.558483224693298,-1.14744256224869
"G8416 Q4.18782","G8416",2007,1,"G8416 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G8416 Q4.18783","G8416",2009,1,"G8416 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G8416 Q4.18784","G8416",2016,5,"G8416 Q4","4",FALSE,FALSE,"FRA",2080022770,"Palearctic",5,9,5,3.19832815378003,0.228862231459788,-0.029308842939751
"G8421 Q2.18785","G8421",2001,2,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,0,1,0.526775990918376,-1.18835958961577,-1.99327806845616
"G8421 Q2.18786","G8421",2003,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G8421 Q2.18787","G8421",2002,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,1,3,-0.363741396702176,-1.03089049838515,-0.652660509338816
"G8421 Q2.18788","G8421",2005,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,4,4,-0.363741396702176,-0.558483224693298,-0.301607056041211
"G8421 Q2.18789","G8421",2012,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,11,5,-0.363741396702176,0.543800413921022,-0.029308842939751
"G8421 Q2.18790","G8421",2008,2,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,7,6,0.526775990918376,-0.0860759510014465,0.193174996868658
"G8421 Q2.18791","G8421",2011,3,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,10,7,1.41729337853893,0.386331322690405,0.381282403146479
"G8421 Q2.18792","G8421",2004,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,3,8,-0.363741396702176,-0.715952315923915,0.544228450166263
"G8421 Q2.18793","G8421",2006,1,"G8421 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",9,5,9,-0.363741396702176,-0.401014133462681,0.687957049778528
"G8425 Q2.18794","G8425",2012,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,12,1,-0.363741396702176,0.701269505151639,-1.99327806845616
"G8425 Q2.18795","G8425",2016,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,16,2,-0.363741396702176,1.33114587007411,-1.14744256224869
"G8425 Q2.18796","G8425",2017,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,17,3,-0.363741396702176,1.48861496130472,-0.652660509338816
"G8425 Q2.18797","G8425",2011,3,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,11,4,1.41729337853893,0.543800413921022,-0.301607056041211
"G8425 Q2.18798","G8425",2005,1,"G8425 Q2","2",TRUE,FALSE,"FRA",2080020590,"Palearctic",14,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G8425 Q2.18799","G8425",2015,2,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,15,6,0.526775990918376,1.17367677884349,0.193174996868658
"G8425 Q2.18800","G8425",2013,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,13,7,-0.363741396702176,0.858738596382256,0.381282403146479
"G8425 Q2.18801","G8425",2002,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,2,8,-0.363741396702176,-0.873421407154532,0.544228450166263
"G8425 Q2.18802","G8425",2000,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,0,9,-0.363741396702176,-1.18835958961577,0.687957049778528
"G8425 Q2.18803","G8425",2004,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,4,10,-0.363741396702176,-0.558483224693298,0.816526663267724
"G8425 Q2.18804","G8425",2001,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,1,11,-0.363741396702176,-1.03089049838515,0.932832025884061
"G8425 Q2.18805","G8425",2008,2,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,8,12,0.526775990918376,0.0713931402291707,1.03901050307613
"G8425 Q2.18806","G8425",2006,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,6,13,-0.363741396702176,-0.243545042232064,1.13668523372795
"G8425 Q2.18807","G8425",2003,1,"G8425 Q2","2",FALSE,FALSE,"FRA",2080020590,"Palearctic",14,3,14,-0.363741396702176,-0.715952315923915,1.22711790935395
"G8427 Q4.18808","G8427",2001,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G8427 Q4.18809","G8427",2016,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,16,2,-0.363741396702176,1.33114587007411,-1.14744256224869
"G8427 Q4.18810","G8427",2000,1,"G8427 Q4","4",FALSE,TRUE,"FRA",2080020590,"Palearctic",15,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G8427 Q4.18811","G8427",2002,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G8427 Q4.18812","G8427",2005,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G8427 Q4.18813","G8427",2003,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G8427 Q4.18814","G8427",2015,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,15,7,-0.363741396702176,1.17367677884349,0.381282403146479
"G8427 Q4.18815","G8427",2004,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,4,8,-0.363741396702176,-0.558483224693298,0.544228450166263
"G8427 Q4.18816","G8427",2011,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,11,9,-0.363741396702176,0.543800413921022,0.687957049778528
"G8427 Q4.18817","G8427",2014,2,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,14,10,0.526775990918376,1.01620768761287,0.816526663267724
"G8427 Q4.18818","G8427",2012,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,12,11,-0.363741396702176,0.701269505151639,0.932832025884061
"G8427 Q4.18819","G8427",2008,3,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,8,12,1.41729337853893,0.0713931402291707,1.03901050307613
"G8427 Q4.18820","G8427",2010,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,10,13,-0.363741396702176,0.386331322690405,1.13668523372795
"G8427 Q4.18821","G8427",2017,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,17,14,-0.363741396702176,1.48861496130472,1.22711790935395
"G8427 Q4.18822","G8427",2009,1,"G8427 Q4","4",FALSE,FALSE,"FRA",2080020590,"Palearctic",15,9,15,-0.363741396702176,0.228862231459788,1.31130871617759
"G8434 Q4.18823","G8434",2014,2,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,14,1,0.526775990918376,1.01620768761287,-1.99327806845616
"G8434 Q4.18824","G8434",2001,1,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,1,2,-0.363741396702176,-1.03089049838515,-1.14744256224869
"G8434 Q4.18825","G8434",2005,2,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,5,3,0.526775990918376,-0.401014133462681,-0.652660509338816
"G8434 Q4.18826","G8434",2003,1,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G8434 Q4.18827","G8434",2008,2,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,8,5,0.526775990918376,0.0713931402291707,-0.029308842939751
"G8434 Q4.18828","G8434",2002,1,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,2,6,-0.363741396702176,-0.873421407154532,0.193174996868658
"G8434 Q4.18829","G8434",2010,2,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,10,7,0.526775990918376,0.386331322690405,0.381282403146479
"G8434 Q4.18830","G8434",2012,2,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,12,8,0.526775990918376,0.701269505151639,0.544228450166263
"G8434 Q4.18831","G8434",2000,1,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,0,9,-0.363741396702176,-1.18835958961577,0.687957049778528
"G8434 Q4.18832","G8434",2006,1,"G8434 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",10,6,10,-0.363741396702176,-0.243545042232064,0.816526663267724
"G8435 Q4.18833","G8435",2014,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,13,1,-0.363741396702176,0.858738596382256,-1.99327806845616
"G8435 Q4.18834","G8435",2004,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,3,2,-0.363741396702176,-0.715952315923915,-1.14744256224869
"G8435 Q4.18835","G8435",2006,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,5,3,-0.363741396702176,-0.401014133462681,-0.652660509338816
"G8435 Q4.18836","G8435",2008,2,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,7,4,0.526775990918376,-0.0860759510014465,-0.301607056041211
"G8435 Q4.18837","G8435",2009,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,8,5,-0.363741396702176,0.0713931402291707,-0.029308842939751
"G8435 Q4.18838","G8435",2016,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,15,6,-0.363741396702176,1.17367677884349,0.193174996868658
"G8435 Q4.18839","G8435",2010,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,9,7,-0.363741396702176,0.228862231459788,0.381282403146479
"G8435 Q4.18840","G8435",2001,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,0,8,-0.363741396702176,-1.18835958961577,0.544228450166263
"G8435 Q4.18841","G8435",2011,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,10,9,-0.363741396702176,0.386331322690405,0.687957049778528
"G8435 Q4.18842","G8435",2002,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,1,10,-0.363741396702176,-1.03089049838515,0.816526663267724
"G8435 Q4.18843","G8435",2005,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,4,11,-0.363741396702176,-0.558483224693298,0.932832025884061
"G8435 Q4.18844","G8435",2003,1,"G8435 Q4","4",FALSE,TRUE,"FRA",2080021030,"Palearctic",16,2,12,-0.363741396702176,-0.873421407154532,1.03901050307613
"G8435 Q4.18845","G8435",2013,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,12,13,-0.363741396702176,0.701269505151639,1.13668523372795
"G8435 Q4.18846","G8435",2015,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,14,14,-0.363741396702176,1.01620768761287,1.22711790935395
"G8435 Q4.18847","G8435",2012,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,11,15,-0.363741396702176,0.543800413921022,1.31130871617759
"G8435 Q4.18848","G8435",2017,1,"G8435 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",16,16,16,-0.363741396702176,1.33114587007411,1.39006395637374
"G8436 Q4.18849","G8436",2001,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G8436 Q4.18850","G8436",2004,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,5,2,-0.363741396702176,-0.401014133462681,-1.14744256224869
"G8436 Q4.18851","G8436",2003,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,4,3,-0.363741396702176,-0.558483224693298,-0.652660509338816
"G8436 Q4.18852","G8436",2006,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,7,4,-0.363741396702176,-0.0860759510014465,-0.301607056041211
"G8436 Q4.18853","G8436",1999,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G8436 Q4.18854","G8436",2002,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G8436 Q4.18855","G8436",2005,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,6,7,-0.363741396702176,-0.243545042232064,0.381282403146479
"G8436 Q4.18856","G8436",2000,1,"G8436 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,1,8,-0.363741396702176,-1.03089049838515,0.544228450166263
"G8437 Q4.18857","G8437",2014,2,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,13,1,0.526775990918376,0.858738596382256,-1.99327806845616
"G8437 Q4.18858","G8437",2012,2,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,11,2,0.526775990918376,0.543800413921022,-1.14744256224869
"G8437 Q4.18859","G8437",2003,1,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,2,3,-0.363741396702176,-0.873421407154532,-0.652660509338816
"G8437 Q4.18860","G8437",2010,2,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,9,4,0.526775990918376,0.228862231459788,-0.301607056041211
"G8437 Q4.18861","G8437",2001,1,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G8437 Q4.18862","G8437",2002,1,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,1,6,-0.363741396702176,-1.03089049838515,0.193174996868658
"G8437 Q4.18863","G8437",2004,1,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,3,7,-0.363741396702176,-0.715952315923915,0.381282403146479
"G8437 Q4.18864","G8437",2008,4,"G8437 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",8,7,8,2.30781076615948,-0.0860759510014465,0.544228450166263
"G8438 Q4.18865","G8438",2006,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,7,1,-0.363741396702176,-0.0860759510014465,-1.99327806845616
"G8438 Q4.18866","G8438",2016,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,17,2,-0.363741396702176,1.48861496130472,-1.14744256224869
"G8438 Q4.18867","G8438",2005,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,6,3,-0.363741396702176,-0.243545042232064,-0.652660509338816
"G8438 Q4.18868","G8438",2008,2,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,9,4,0.526775990918376,0.228862231459788,-0.301607056041211
"G8438 Q4.18869","G8438",2010,2,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,11,5,0.526775990918376,0.543800413921022,-0.029308842939751
"G8438 Q4.18870","G8438",2004,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,5,6,-0.363741396702176,-0.401014133462681,0.193174996868658
"G8438 Q4.18871","G8438",1999,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,0,7,-0.363741396702176,-1.18835958961577,0.381282403146479
"G8438 Q4.18872","G8438",2002,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,3,8,-0.363741396702176,-0.715952315923915,0.544228450166263
"G8438 Q4.18873","G8438",2017,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,18,9,-0.363741396702176,1.64608405253534,0.687957049778528
"G8438 Q4.18874","G8438",2012,2,"G8438 Q4","4",TRUE,FALSE,"FRA",2080021030,"Palearctic",14,13,10,0.526775990918376,0.858738596382256,0.816526663267724
"G8438 Q4.18875","G8438",2001,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,2,11,-0.363741396702176,-0.873421407154532,0.932832025884061
"G8438 Q4.18876","G8438",2000,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,1,12,-0.363741396702176,-1.03089049838515,1.03901050307613
"G8438 Q4.18877","G8438",2003,1,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,4,13,-0.363741396702176,-0.558483224693298,1.13668523372795
"G8438 Q4.18878","G8438",2015,3,"G8438 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",14,16,14,1.41729337853893,1.33114587007411,1.22711790935395
"G8439 Q4.18879","G8439",1998,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G8439 Q4.18880","G8439",2000,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,3,2,-0.363741396702176,-0.715952315923915,-1.14744256224869
"G8439 Q4.18881","G8439",2014,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,17,3,-0.363741396702176,1.48861496130472,-0.652660509338816
"G8439 Q4.18882","G8439",2013,2,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,16,4,0.526775990918376,1.33114587007411,-0.301607056041211
"G8439 Q4.18883","G8439",2005,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,8,5,-0.363741396702176,0.0713931402291707,-0.029308842939751
"G8439 Q4.18884","G8439",2007,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,10,6,-0.363741396702176,0.386331322690405,0.193174996868658
"G8439 Q4.18885","G8439",1997,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,0,7,-0.363741396702176,-1.18835958961577,0.381282403146479
"G8439 Q4.18886","G8439",2015,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,18,8,-0.363741396702176,1.64608405253534,0.544228450166263
"G8439 Q4.18887","G8439",2017,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,20,9,-0.363741396702176,1.96102223499658,0.687957049778528
"G8439 Q4.18888","G8439",2004,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,7,10,-0.363741396702176,-0.0860759510014465,0.816526663267724
"G8439 Q4.18889","G8439",2016,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,19,11,-0.363741396702176,1.80355314376596,0.932832025884061
"G8439 Q4.18890","G8439",2001,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,4,12,-0.363741396702176,-0.558483224693298,1.03901050307613
"G8439 Q4.18891","G8439",2006,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,9,13,-0.363741396702176,0.228862231459788,1.13668523372795
"G8439 Q4.18892","G8439",2003,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,6,14,-0.363741396702176,-0.243545042232064,1.22711790935395
"G8439 Q4.18893","G8439",2008,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,11,15,-0.363741396702176,0.543800413921022,1.31130871617759
"G8439 Q4.18894","G8439",2010,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,13,16,-0.363741396702176,0.858738596382256,1.39006395637374
"G8439 Q4.18895","G8439",2002,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,5,17,-0.363741396702176,-0.401014133462681,1.46404313297706
"G8439 Q4.18896","G8439",1999,1,"G8439 Q4","4",FALSE,FALSE,"FRA",2080021030,"Palearctic",20,2,18,-0.363741396702176,-0.873421407154532,1.533792555986
