"","SpecCode","Suporder","Order","Family","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","Type.of.illustration","Reference","Species"
"1329",61171,"Teleostei","Cypriniformes","Cyprinidae",NA,2.209324884,0.44440836,0.406976744,0.388878681,0.291395349,0.367491528,0.222246912,0.174245296,2.061506024,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Carassioides acuminatus"
"1330",271,"Teleostei","Cypriniformes","Cyprinidae",59,2.63423759,0.438711954,0.32616582,0.401780205,0.35966378,0.409389939,0.210317985,0.180506568,2.282849533,"Photograph","Kano Y, Adnan MSB, Grudpan C, Grudpan J, Magtoon W, Musikasinthorn P, Natori Y, Ottomanski S, Praxaysonbath B, Phongsa K, Rangsiruji A, Shibukawa K, Shimatani Y, So N, Suvarnaraksha A, Thach P, Thanh PN, Tran DD, Utsugi K, Yamashita T (2013) An online database on freshwater fish diversity and distribution in Mainland Southeast Asia. (http://ffish.asia)","Carassius auratus"
"1331",270,"Teleostei","Cypriniformes","Cyprinidae",64,2.139643611,0.524307878,0.292355157,0.475862214,0.27207058,0.384168607,0.270874978,0.182361334,1.701818629,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carassius carassius"
"1332",17296,"Teleostei","Cypriniformes","Cyprinidae",35,2.44685101,0.437705758,0.28438755,0.400427964,0.38976163,0.375228136,0.220302372,0.178767265,2.204470407,"Photograph","National Museum of Korea (https://www.museum.go.kr)","Carassius cuvieri"
"1333",6376,"Teleostei","Cypriniformes","Cyprinidae",46.6,2.231072982,0.498755109,0.374346839,0.442976697,0.365432552,0.401313767,0.241731916,0.187138726,1.893603243,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Carassius gibelio"
"1334",8153,"Teleostei","Perciformes","Cichlidae",15,3.726137246,0.545443254,0.611988372,0.318180407,0.456906977,0.667598199,0.375811209,0.281118164,3.172671699,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Cardiopharynx schoutedeni"
"1335",58204,"Teleostei","Tetraodontiformes","Tetraodontidae",4.4,2.226320856,0.539598431,0.389564257,0.463212191,0.053813031,0.608442761,0.530821482,NA,1.09918073,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carinotetraodon borneensis"
"1336",25169,"Teleostei","Tetraodontiformes","Tetraodontidae",6,2.308276722,0.60449736,0.316543331,0.561612241,0.043906437,0.731948408,0.598198943,0.082168953,1.83289369,"Photograph","Kano Y, Adnan MSB, Grudpan C, Grudpan J, Magtoon W, Musikasinthorn P, Natori Y, Ottomanski S, Praxaysonbath B, Phongsa K, Rangsiruji A, Shibukawa K, Shimatani Y, So N, Suvarnaraksha A, Thach P, Thanh PN, Tran DD, Utsugi K, Yamashita T (2013) An online database on freshwater fish diversity and distribution in Mainland Southeast Asia. (http://ffish.asia)","Carinotetraodon lorteti"
"1337",27253,"Teleostei","Tetraodontiformes","Tetraodontidae",4,2.584113,0.65663604,0.401881984,0.587355388,0.069309939,0.714445783,0.602411832,NA,2.058867661,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carinotetraodon salivator"
"1338",25293,"Teleostei","Tetraodontiformes","Tetraodontidae",4,2.293485466,0.516441926,0.546067903,0.5075518,0.083694407,0.653952994,0.533498621,NA,2.373423571,"Photograph","Unpublished","Carinotetraodon travancoricus"
"1339",53046,"Teleostei","Characiformes","Characidae",5.39,2.454429622,0.47611047,0.538277169,0.44449759,0.188087678,0.392417732,0.23108151,0.227333617,2.556335526,"Photograph","Unpublished","Carlana eigenmanni"
"1340",46477,"Teleostei","Cyprinodontiformes","Poeciliidae",6,2.942969671,0.436187441,0.582028743,0.554983352,0.239243661,0.434056253,0.418386516,0.165098015,2.32188205,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carlhubbsia kidderi"
"1341",46479,"Teleostei","Cyprinodontiformes","Poeciliidae",6,2.537618348,0.418535739,0.65446729,0.501602062,0.16717757,0.429625704,0.418535739,NA,2.034167112,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carlhubbsia stuarti"
"1342",10733,"Teleostei","Characiformes","Gasteropelecidae",3,1.802119807,0.720329882,0.587501181,0.760128262,0.233056585,0.360257583,0.680452094,0.428851097,4.134939869,"Photograph","Unpublished","Carnegiella marthae"
"1343",11901,"Teleostei","Characiformes","Gasteropelecidae",2.15,2.186852818,0.732781837,0.296610169,0.805850731,0.133991525,0.615866388,0.611696242,0.293011234,3.342867974,"Photograph","University of Louisiana at Lafayette (http://www.ucs.louisiana.edu/)","Carnegiella myersi"
"1344",11902,"Teleostei","Characiformes","Gasteropelecidae",3,1.924823751,0.744932373,0.294447095,0.821992276,0.180588691,0.638758288,0.733525529,0.511112553,5.135778073,"Photograph","Unpublished","Carnegiella schereri"
"1345",10736,"Teleostei","Characiformes","Gasteropelecidae",3.49,1.922052424,0.717963923,0.355328411,0.79598362,0.173580648,0.475879284,0.653054356,0.407442537,3.831890547,"Photograph","Unpublished","Carnegiella strigata"
"1346",2957,"Teleostei","Cypriniformes","Catostomidae",64,3.337676726,0.383156927,0.324786325,0.144056636,0.384136752,0.407628577,0.157679095,0.167496868,2.607196429,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carpiodes carpio"
"1347",4775,"Teleostei","Cypriniformes","Catostomidae",66,2.958886063,0.438339662,0.345323741,0.152401953,0.235985612,0.489619365,0.092788153,0.191733432,2.748488331,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Carpiodes cyprinus"
"1348",2959,"Teleostei","Cypriniformes","Catostomidae",50,2.456127009,0.417264842,0.38966268,0.315598876,0.435958546,0.397542365,0.110083506,0.179895343,1.652119685,"Photograph","North American Native Fishes Association (http://gallery.nanfa.org/)","Carpiodes velifer"
"1349",16269,"Teleostei","Perciformes","Gobiidae",4.5,5.931317101,0.672905483,0.462637931,0.495626438,0.683810345,0.694976994,0.743026265,0.243446518,1.975609756,"Drawing","Unpublished","Caspiosoma caspium"
"1350",23473,"Teleostei","Pleuronectiformes","Achiridae",24,NA,NA,NA,NA,NA,NA,NA,NA,1.568874853,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Catathyridium jenynsii"
"1351",54279,"Teleostei","Siluriformes","Ariidae",22.7,4.433630908,0.424913728,0.393060606,0.168259565,0.38,0.495123781,0.22939985,0.185924606,1.99883747,"Photograph","https://www.planetcatfish.com/","Cathorops aguadulce"
"1352",51595,"Teleostei","Siluriformes","Ariidae",25,4.097024062,0.5213693,0.271133854,0.398866919,0.478744835,0.544190959,0.27350783,0.156445007,2.3125,"Photograph","Unpublished","Cathorops arenatus"
"1353",13491,"Teleostei","Siluriformes","Ariidae",28,3.823646519,0.603787298,0.24192768,0.455629202,0.368488113,0.489820747,0.333343867,0.194257863,2.790697674,"Photograph","https://www.planetcatfish.com/","Cathorops fuerthii"
"1354",51769,"Teleostei","Siluriformes","Ariidae",23,3.532224581,0.396449185,0.429453889,0.214516704,0.406099803,0.362578434,0.230931621,0.164959496,2.112848762,"Photograph","https://www.planetcatfish.com/","Cathorops melanopus"
"1355",13495,"Teleostei","Siluriformes","Ariidae",36,4.766228741,0.592917681,0.32802,0.420352228,0.41232,0.471902901,0.243369764,0.168967982,3.743589744,"Photograph","https://www.planetcatfish.com/","Cathorops steindachneri"
"1356",12060,"Teleostei","Cypriniformes","Cyprinidae",300,2.642598366,0.412335894,0.225079125,0.543026785,0.458606083,0.49348301,0.134361491,0.217795501,2.789108243,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catlocarpio siamensis"
"1357",11936,"Teleostei","Characiformes","Characidae",15,1.54251189,0.454808377,0.382893229,0.486672142,0.457213542,0.418299742,0.177590027,0.208011983,5.064007092,"Photograph","http://www.wikipeixes.com.br/","Catoprion mento"
"1358",2960,"Teleostei","Cypriniformes","Catostomidae",65,4.843208287,0.566137772,0.153412699,0.274101217,NA,0.617238609,0.190593887,0.164803302,2.068472886,"Photograph","Unpublished","Catostomus ardens"
"1359",2961,"Teleostei","Cypriniformes","Catostomidae",40,5.056017846,0.462979356,0.283279946,0.177897383,NA,0.54165929,0.08905492,0.137911715,2.660806188,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus bernardini"
"1360",6168,"Teleostei","Cypriniformes","Catostomidae",NA,4.645431919,0.516274729,0.296875,0.183409861,NA,0.686606875,0.149658842,0.177885037,2.568612062,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus cahita"
"1361",2962,"Teleostei","Cypriniformes","Catostomidae",64,4.983526632,0.484823034,0.342857143,0.147981516,NA,0.487893277,0.218586643,0.113768197,2.322806452,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus catostomus"
"1362",2963,"Teleostei","Cypriniformes","Catostomidae",33,4.857338165,0.580539747,0.2170625,0.135292548,NA,0.711364041,0.203138894,0.221114175,2.435085741,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus clarkii"
"1363",2964,"Teleostei","Cypriniformes","Catostomidae",30,4.966189472,0.610078423,0.246621622,0.115932379,NA,0.610439093,0.231198905,0.125652695,2.682204545,"Photograph","Unpublished","Catostomus columbianus"
"1364",2965,"Teleostei","Cypriniformes","Catostomidae",65,4.477789325,0.500010462,0.308510638,0.075563026,NA,0.65561422,0.171247829,0.186912394,2.546542274,"Photograph","North American Native Fishes Association (http://gallery.nanfa.org/)","Catostomus commersonii"
"1365",2966,"Teleostei","Cypriniformes","Catostomidae",41,5.519738893,0.595693687,0.164483871,0.20555339,NA,0.604053001,0.160853468,0.149770716,2.773463501,"Photograph","Unpublished","Catostomus discobolus"
"1366",2968,"Teleostei","Cypriniformes","Catostomidae",50,5.068351918,0.39424368,0.302648572,0.364037597,NA,0.587646681,0.098242746,0.125336632,2.432716192,"Photograph","USGS- Nonindigenous Aquatic Species (https://nas.er.usgs.gov/)","Catostomus fumeiventris"
"1367",2969,"Teleostei","Cypriniformes","Catostomidae",80,4.745057498,0.609203977,0.218701095,0.108996153,NA,0.762749257,0.155399717,0.213375739,3.223650986,"Photograph","Arizona Game and Fish Department, USA (https://www.azgfd.com/)","Catostomus insignis"
"1368",2970,"Teleostei","Cypriniformes","Catostomidae",56,4.848243379,0.463524695,0.190292308,0,NA,0.641823173,0.135266702,0.148675868,2.673334067,"Photograph","Arizona Game and Fish Department, USA (https://www.azgfd.com/)","Catostomus latipinnis"
"1369",6173,"Teleostei","Cypriniformes","Catostomidae",NA,4.362666511,0.503745591,0.323037165,0.075854296,NA,0.631630085,0.140602987,0.137380014,1.916789427,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus leopoldi"
"1370",2972,"Teleostei","Cypriniformes","Catostomidae",61,4.779569155,0.561867301,0.359526324,0.288381205,NA,0.678482132,0.176263874,0.187696072,3.860465116,"Photograph","North American Native Fishes Association (http://gallery.nanfa.org/)","Catostomus macrocheilus"
"1371",2973,"Teleostei","Cypriniformes","Catostomidae",34,4.510309789,0.555408927,0.355502706,0.213998218,0.225466076,0.603444294,0.16555046,0.181553192,3.033365224,"Photograph","Unpublished","Catostomus microps"
"1372",61848,"Teleostei","Cypriniformes","Catostomidae",NA,4.546909859,0.506751732,0.421107154,0.21088888,0.307089673,0.604524639,0.208775295,0.191247235,3.221590332,"Photograph","Unpublished","Catostomus nebuliferus"
"1373",2974,"Teleostei","Cypriniformes","Catostomidae",60,5.074753486,0.715159097,0.195909484,0.492964197,0.178267824,0.586117122,0.291046795,0.170470624,3.115457206,"Photograph","Bureau of Reclamation, Washington DC (usbr.gov)","Catostomus occidentalis"
"1374",2975,"Teleostei","Cypriniformes","Catostomidae",25,5.152597764,0.535153703,0.345291662,0.187520873,NA,0.588468695,0.195456497,0.184204963,2.898040816,"Photograph","North American Native Fishes Association (http://gallery.nanfa.org/)","Catostomus platyrhynchus"
"1375",2976,"Teleostei","Cypriniformes","Catostomidae",20,4.683189396,0.458811455,0.318463305,0.073205883,0.203909294,0.484840214,0.324300423,0.100275564,3.252570158,"Photograph","Bureau of Reclamation, Washington DC (usbr.gov)","Catostomus plebeius"
"1376",2977,"Teleostei","Cypriniformes","Catostomidae",50,4.848375001,0.503687257,0.213542164,0.126510869,NA,0.593076339,0.17868754,0.145873832,2.059889267,"Photograph","University of California, California Fish website (http://calfish.ucdavis.edu/)","Catostomus rimiculus"
"1377",2978,"Teleostei","Cypriniformes","Catostomidae",25,4.643941328,0.527451057,0.306555556,0.219490643,NA,0.618532409,0.098179747,0.171364301,2.472034956,"Photograph","Bureau of Reclamation, Washington DC (usbr.gov)","Catostomus santaanae"
"1378",2980,"Teleostei","Cypriniformes","Catostomidae",61,4.754075187,0.571485965,0.333567901,0.329667959,NA,0.602629249,0.21244541,0.175364632,2.36,"Photograph","North American Native Fishes Association (http://gallery.nanfa.org/)","Catostomus tahoensis"
"1379",6176,"Teleostei","Cypriniformes","Catostomidae",NA,3.908162994,0.44831402,0.397866793,0.149795062,NA,0.560237604,0.103026708,0.134867601,2.621925237,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Catostomus wigginsi"
"1380",3363,"Teleostei","Perciformes","Centrarchidae",29.2,2.13294544,0.441353568,0.44,0.476740565,0.40224,0.47188954,0.290532952,0.23830257,2.015373078,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Centrarchus macropterus"
"1381",47646,"Teleostei","Siluriformes","Doradidae",22.5,3.640007921,0.515983931,0.421714446,0.227631926,0.315621127,0.471709856,0.233459696,0.328157181,3.199825194,"Photograph","https://www.planetcatfish.com/","Centrochir crocodili"
"1382",47644,"Teleostei","Siluriformes","Doradidae",41,4.922573819,0.535726608,0.147072289,0.202705086,NA,0.63640058,0.105029098,0.234332336,3.416666667,"Photograph","https://www.planetcatfish.com/","Centrodoras brachiatus"
"1383",58104,"Teleostei","Siluriformes","Doradidae",21,5.412398899,0.533884013,0.235708333,0.216090174,NA,0.619514713,0.14828773,0.207065175,5.611111111,"Photograph","https://www.planetcatfish.com/","Centrodoras hasemani"
"1384",47704,"Teleostei","Siluriformes","Auchenipteridae",4,2.916670635,0.309547619,0.340314136,0.297646825,0.387920619,0.571484127,0.138888889,0.237316684,1.841812082,"Photograph","Catfish study group, England (https://www.catfishstudygroup.org/)","Duringlanis altae"
"1385",47708,"Teleostei","Siluriformes","Auchenipteridae",7.65,4.368993722,0.481552815,0.493333333,0.300582806,0.47796,0.625328297,0.242777458,0.186523385,1.682353457,"Photograph","https://www.planetcatfish.com/","Tatia concolor"
"1386",47720,"Teleostei","Siluriformes","Auchenipteridae",9.02,5.263858974,0.41025641,0.582013852,0.448320513,0.298151212,0.70524359,0.128846154,0.271050049,3.104168561,"Photograph","https://www.planetcatfish.com/","Centromochlus existimatus"
"1387",47722,"Teleostei","Siluriformes","Auchenipteridae",13.9,5.334366,0.551443917,0.501272823,0.499992216,0.251623947,0.70939519,0.359601463,NA,3.2353871,"Photograph","https://www.planetcatfish.com/","Centromochlus heckelii"
"1388",58292,"Teleostei","Siluriformes","Auchenipteridae",12.97,4.682544646,0.429250703,0.604938272,0.403385899,0.315478395,0.499058874,0.283057259,0.217801186,2.060625615,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Centromochlus macracanthus"
"1389",47713,"Teleostei","Siluriformes","Auchenipteridae",5,4.109843034,0.3253651,0.332594235,0.448486302,0.298303769,0.600948726,0.150850123,0.240729423,2.023520137,"Photograph","https://www.planetcatfish.com/","Duringlanis perugiae"
"1390",47715,"Teleostei","Siluriformes","Auchenipteridae",4.5,4.467427793,0.41759564,0.49532326,0.401415299,0.264625908,0.587980946,0.164918604,0.23518025,1.324108419,"Drawing","Mees G.F. (1974) The Auchenipteridae and Pimelodidae of Suriname (Pisces. Nematognathi). Zoologische Verhandelingen (Leiden) 132: 1-256. ","Tatia punctata"
"1391",47716,"Teleostei","Siluriformes","Auchenipteridae",3.98,5.019324355,0.351501531,0.496034761,0.50559203,0.415117224,0.663850006,0.115025925,0.21754214,2.135303688,"Photograph","https://www.planetcatfish.com/","Centromochlus reticulatus"
"1392",53697,"Teleostei","Siluriformes","Auchenipteridae",3.27,3.553586634,0.324212339,0.350674082,0.274509897,0.296102116,0.597038214,0.07293624,0.189922932,1.463372111,"Photograph","Catfish study group, England (https://www.catfishstudygroup.org/)","Duringlanis romani"
"1393",47717,"Teleostei","Siluriformes","Auchenipteridae",10.89,4.441523075,0.484057642,0.632287853,0.555210647,0.416427721,0.551190611,0.316756091,0.29384457,2.540720275,"Photograph","Fishwaise Professional: Complete database of Fish species (https://www.fishwisepro.com/)","Centromochlus schultzi"
"1394",47718,"Teleostei","Siluriformes","Auchenipteridae",4.77,4.461600686,0.407100543,0.474311716,0.47831025,0.372476742,0.60514769,0.130489848,0.211190532,1.909101927,"Photograph","https://www.planetcatfish.com/","Tatia simplex"
"1395",1013,"Teleostei","Perciformes","Centropomidae",36.195,3.699465724,0.459423044,0.414246154,0.335791835,0.828061538,0.506238415,0.355200237,0.170004884,3.232309428,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Centropomus ensiferus"
"1396",6428,"Teleostei","Perciformes","Centropomidae",123,4.060873366,0.493789486,0.304245283,0.382032026,0.785226415,0.421186474,0.366487861,0.137489237,2.607410312,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Centropomus nigrescens"
"1397",1014,"Teleostei","Perciformes","Centropomidae",72,3.340813167,0.477547267,0.359153846,0.337796536,0.654523077,0.430002249,0.396495151,0.182863898,2.107142857,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Centropomus parallelus"
"1398",1015,"Teleostei","Perciformes","Centropomidae",56,3.394675719,0.515839529,0.373134328,0.452481412,0.755313433,0.460411484,0.400557991,0.172255061,3.269288462,"Photograph","Unpublished","Centropomus pectinatus"
"1399",345,"Teleostei","Perciformes","Centropomidae",140,3.924967227,0.39165235,0.28644898,0.294610505,0.868244898,0.398980564,0.267927662,0.145291751,2.221493864,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Centropomus undecimalis"
"1400",23390,"Teleostei","Siluriformes","Ariidae",30,5.179183854,0.460571862,0.24125705,0.171742685,0.29555717,0.438899609,0.280296891,0.176599504,2.875015289,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Cephalocassis borneensis"
"1401",47751,"Teleostei","Siluriformes","Pseudopimelodidae",8.5,4.30779685,0.500889562,0.171499209,0.359860965,0.519933102,0.453092053,0.291150501,0.199412621,2.310582407,"Photograph","Fishwaise Professional: Complete database of Fish species (https://www.fishwisepro.com/)","Cephalosilurus albomarginatus"
"1402",47752,"Teleostei","Siluriformes","Pseudopimelodidae",29,3.297164364,0.486246263,0.176345358,0.408380199,0.472361701,0.580515695,0.2156968,0.237247322,2.748498461,"Photograph","https://www.planetcatfish.com/","Cephalosilurus apurensis"
"1403",47753,"Teleostei","Siluriformes","Pseudopimelodidae",40.5,3.743068292,0.463959178,0.098617871,0.35546111,0.507677717,0.485243261,0.164391627,0.180839542,1.446819844,"Photograph","Unpublished","Cephalosilurus fowleri"
"1404",47755,"Teleostei","Siluriformes","Pseudopimelodidae",35,2.199058942,0.350182988,0.144825218,0.28836861,NA,0.257799177,0.134315086,0.175931903,2.046065984,"Photograph","https://www.planetcatfish.com/","Cephalosilurus nigricaudus"
"1405",51119,"Teleostei","Characiformes","Characidae",6.2,3.572093142,0.530237967,0.503401361,0.379156762,0.224380952,0.469672571,0.25002556,0.202533434,2.52322514,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Ceratobranchia binghami"
"1406",58047,"Teleostei","Characiformes","Characidae",4,3.40292004,0.504384878,0.547605594,0.345710116,0.449187738,0.487292802,0.216573049,0.175685599,2.12080906,"Drawing","Chernoff B. & Machado-Allison A. (1990) Characid Fishes of the Genus Ceratobranchia with Descriptions of New Species from Venezuela and Peru. Proceedings of the Academy of Natural Sciences of Philadelphia. 142: 261-290.","Ceratobranchia delotaenia"
"1407",53050,"Teleostei","Characiformes","Characidae",5.2,2.894392625,0.551019235,0.470771293,0.486784711,0.459113324,0.480152641,0.272121745,0.19157998,NA,"Drawing","Chernoff B. & Machado-Allison A. (1990) Characid Fishes of the Genus Ceratobranchia with Descriptions of New Species from Venezuela and Peru. Proceedings of the Academy of Natural Sciences of Philadelphia. 142: 261-290.","Ceratobranchia elatior"
"1408",51847,"Teleostei","Characiformes","Characidae",3.4,4.001369313,0.520051821,0.599849706,0.360670389,0.308648723,0.600119712,0.200436212,0.201281549,2.730113945,"Drawing","Chernoff B. & Machado-Allison A. (1990) Characid Fishes of the Genus Ceratobranchia with Descriptions of New Species from Venezuela and Peru. Proceedings of the Academy of Natural Sciences of Philadelphia. 142: 261-290.","Ceratobranchia joanae"
"1409",51120,"Teleostei","Characiformes","Characidae",6,3.821109006,0.524431217,0.496883707,0.3909266,0.312314862,0.616168897,0.205230749,0.190955549,2.189483346,"Photograph","http://www.wikipeixes.com.br/","Ceratobranchia obtusirostris"
"1410",58062,"Teleostei","Siluriformes","Siluridae",28,5.322156156,0.585827079,0.254237288,0.497192709,0.271711864,0.575104786,0.361526465,0.127968864,2.288259136,"Photograph","Thailand Nature Explorer (http://www.siamensis.org/)","Ceratoglanis pachynema"
"1411",16136,"Teleostei","Siluriformes","Siluridae",44,5.671213315,0.485588602,0.337,0.440696606,NA,0.311863962,0.325036111,0.101391265,2.098365634,"Photograph","https://www.planetcatfish.com/","Ceratoglanis scleronema"
"1412",15286,"Teleostei","Perciformes","Mugilidae",32.5,3.879797744,0.646962777,0.498228816,0.617700394,0.445878848,0.507663599,0.744546693,0.155586672,2.962691403,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Cestraeus plicatilis"
"1413",48624,"Teleostei","Siluriformes","Cetopsidae",5,4.656885069,0.612559708,0.206898305,0.409654334,NA,0.505059152,0.346864353,0.132580771,1.597014925,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsidium minutum"
"1414",48625,"Teleostei","Siluriformes","Cetopsidae",4.3,5.171791685,0.555514573,0.253145331,0.365080383,0.294395362,0.633492363,0.258148579,0.182393798,1.676051575,"Photograph","Florida Museum of Natural History - University of Florida (https://www.floridamuseum.ufl.edu)","Cetopsidium morenoi"
"1415",48619,"Teleostei","Siluriformes","Cetopsidae",19,4.512121283,0.602031513,0.223289474,0.439568917,0.395605263,0.444174303,0.335760707,0.142854922,1.224239951,"Photograph","Florida Museum of Natural History - University of Florida (https://www.floridamuseum.ufl.edu)","Cetopsis amphiloxa"
"1416",57245,"Teleostei","Siluriformes","Cetopsidae",19,4.6122943,0.500019091,0.213528441,0.296987515,0.475606272,0.481142377,0.285853919,0.181439496,1.646028181,"Photograph","https://www.planetcatfish.com/","Cetopsis baudoensis"
"1417",48620,"Teleostei","Siluriformes","Cetopsidae",26.3,4.589697601,0.463294669,0.09002608,0.293290204,0.522552494,0.468487379,0.42230124,0.104554887,1.442433779,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsis candiru"
"1418",48618,"Teleostei","Siluriformes","Cetopsidae",27.3,3.670545419,0.447182801,0.141165901,0.216808864,0.511319625,0.352607422,0.252351185,0.198242118,3.399344581,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsis coecutiens"
"1419",48612,"Teleostei","Siluriformes","Cetopsidae",11,3.850359239,0.629674908,0.201836923,0.524883193,0.448676505,0.507356843,0.372292178,0.191256584,2.104916217,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Cetopsis gobioides"
"1420",62503,"Teleostei","Siluriformes","Cetopsidae",11.9,3.950295918,0.530612245,0.181818182,0.37755102,0.690909091,0.56122449,0.275510204,0.147237742,2.078431373,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsis montana"
"1421",53660,"Teleostei","Siluriformes","Cetopsidae",4,4.521245813,0.710877668,0,0.409724952,0.305392732,0.684127758,0.172702826,0.22140928,2.1094,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsis oliveirai"
"1422",53656,"Teleostei","Siluriformes","Cetopsidae",9.4,5.195018673,0.505660599,0.261538462,0.337067859,0.412815385,0.637123729,0.297742622,0.136188422,2.220700631,"Photograph","https://www.planetcatfish.com/","Cetopsis orinoco"
"1423",48626,"Teleostei","Siluriformes","Cetopsidae",11,3.615395954,0.697550115,0.282775862,0.577158195,0.428258621,0.449947248,0.45370198,0.129100783,2.14285208,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Cetopsis othonops"
"1424",58365,"Teleostei","Siluriformes","Cetopsidae",17,4.179773656,0.557818997,NA,0.289756662,0.298894651,0.658148028,0.408099215,0.109967128,2.343457068,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsis parma"
"1425",48628,"Teleostei","Siluriformes","Cetopsidae",12,4.792051739,0.48552487,0.247990188,0.380496856,0.377324783,0.675629177,0.225197716,0.172940429,1.83876274,"Photograph","https://www.planetcatfish.com/","Cetopsis plumbea"
"1426",47828,"Teleostei","Siluriformes","Heptapteridae",11.1,5.913948695,0.443278888,0.184601654,0.227263906,0.414655882,0.698421574,0.237342313,0.169139186,2.012768935,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Cetopsorhamdia iheringi"
"1427",47820,"Teleostei","Siluriformes","Heptapteridae",7.7,5.62691862,0.641831082,0.229111285,0.383287567,0.428883252,0.650830939,0.204127712,0.173201665,1.786769599,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsorhamdia insidiosa"
"1428",47821,"Teleostei","Siluriformes","Heptapteridae",3.6,5.961798788,0.573766008,0.369595506,0.293225638,0.511696629,0.61626027,0.242571121,0.191732869,2.055029689,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Cetopsorhamdia molinae"
